binchicken_dir	coassembly	assembler	walltime	cpu_time	mean_load	max_rss	max_vms	samples	length	total_targets	total_size	recover_samples
results/aviary/genus_2sample/20230920/SRP170004	coassembly_0	metaspades	39928.1736	1526562.12	3817.66	179750.2	181711.81	SRR12404947,SRR12404962	2	1417	33829999999.0	SRR10761721,SRR10761722,SRR10761723,SRR10761724,SRR11536955,SRR11536956,SRR11536957,SRR12404947,SRR12404948,SRR12404950,SRR12404951,SRR12404952,SRR12404953,SRR12404957,SRR12404958,SRR12404960,SRR12404961,SRR12404962,SRR12404964,SRR8224500
results/aviary/genus_2sample/20230920/SRP200020	coassembly_0	metaspades	25985.7176	914217.07	3499.56	144069.88	146421.67	SRR9166041,SRR9166042	2	1049	32077000000.0	SRR9166041,SRR9166042,SRR9166043,SRR9166044,SRR9166047,SRR9166048,SRR9166049,SRR9166051
results/aviary/genus_2sample/20230920/SRP285395	coassembly_0	metaspades	38550.7136	1174342.52	3035.63	167385.71	169090.64	SRR12712864,SRR12712865	2	902	24116000000.0	SRR12712853,SRR12712864,SRR12712865
results/aviary/genus_2sample/20230920/SRP062349	coassembly_0	metaspades	22420.4415	899324.43	4005.98	207714.72	210071.57	SRR2177968,SRR5855237	2	1165	23000000000.0	SRR2177362,SRR2177950,SRR2177951,SRR2177952,SRR2177953,SRR2177954,SRR2177956,SRR2177968,SRR2177986,SRR5855234,SRR5855235,SRR5855236,SRR5855237,SRR5855238,SRR5855239,SRR5855240,SRR5855241,SRR5855242
results/aviary/genus_2sample/20230920/SRP062349	coassembly_1	metaspades	24458.94	926777.34	3779.76	304442.5	305569.55	SRR2177986,SRR5855238	2	926	20954000000.0	SRR2177362,SRR2177950,SRR2177951,SRR2177952,SRR2177953,SRR2177954,SRR2177956,SRR2177968,SRR2177986,SRR5855234,SRR5855235,SRR5855236,SRR5855237,SRR5855238,SRR5855239,SRR5855240,SRR5855241,SRR5855242
results/aviary/genus_2sample/20230920/SRP050083	coassembly_0	megahit	4.7928	25.88	534.19	190.84	353.25	SRR3308675,SRR3308740	2	1419	27822000000.0	SRR1658343,SRR1658344,SRR1658462,SRR1658463,SRR1658465,SRR1658466,SRR1658467,SRR1658468,SRR1658472,SRR1658473,SRR3308675,SRR3308740,SRR3308741,SRR3308881,SRR3309137,SRR3309152,SRR3309241,SRR3309324,SRR3309326,SRR3309375
results/aviary/genus_2sample/20230920/SRP050083	coassembly_1	metaspades	19094.1821	647760.55	3372.76	165503.52	168641.46	SRR1658343,SRR1658462	2	1413	27822000000.0	SRR1658343,SRR1658344,SRR1658462,SRR1658463,SRR1658465,SRR1658466,SRR1658467,SRR1658468,SRR1658472,SRR1658473,SRR3308675,SRR3308740,SRR3308741,SRR3308881,SRR3309137,SRR3309152,SRR3309241,SRR3309324,SRR3309326,SRR3309375
results/aviary/genus_2sample/20230920/SRP124282	coassembly_0	metaspades	11042.4469	455793.19	4085.9	85815.41	88211.88	SRR6261452,SRR6943130	2	1667	12244000000.0	SRR6261449,SRR6261450,SRR6261451,SRR6261452,SRR6943129,SRR6943130,SRR6943131,SRR6943132
results/aviary/genus_2sample/20230920/SRP124282	coassembly_1	metaspades	22092.042	755340.55	3401.23	190583.98	192366.74	SRR6261451,SRR6943129	2	1289	14089000000.0	SRR6261449,SRR6261450,SRR6261451,SRR6261452,SRR6943129,SRR6943130,SRR6943131,SRR6943132
results/aviary/genus_2sample/20230920/SRP124282	coassembly_2	metaspades	35918.5767	1367674.43	3798.41	315091.33	318057.73	SRR6261450,SRR6943131	2	938	24636000000.0	SRR6261449,SRR6261450,SRR6261451,SRR6261452,SRR6943129,SRR6943130,SRR6943131,SRR6943132
results/aviary/genus_2sample/20230920/SRP271791	coassembly_0	megahit	6925.6091	324930.65	4508.0	6186.84	11486.5	SRR12217122,SRR12217123	2	1061	15731000000.0	SRR12217113,SRR12217114,SRR12217115,SRR12217118,SRR12217121,SRR12217122,SRR12217123,SRR12217124,SRR12217125
results/aviary/genus_2sample/20230920/SRP192927	coassembly_0	metaspades	54825.4137	2097251.49	3819.43	308173.76	310372.63	SRR8925805,SRR8925806	2	1265	44454000000.0	SRR8925719,SRR8925722,SRR8925728,SRR8925730,SRR8925735,SRR8925737,SRR8925738,SRR8925740,SRR8925741,SRR8925742,SRR8925755,SRR8925802,SRR8925803,SRR8925804,SRR8925805,SRR8925806,SRR8925820,SRR8925822,SRR8925823,SRR8925827
results/aviary/genus_2sample/20230920/SRP192927	coassembly_1	metaspades	120064.4279	4826550.55	4018.22	326153.56	327923.63	SRR8925823,SRR8925824	2	1071	38535999999.0	SRR8925715,SRR8925716,SRR8925722,SRR8925723,SRR8925725,SRR8925732,SRR8925738,SRR8925740,SRR8925755,SRR8925758,SRR8925803,SRR8925805,SRR8925818,SRR8925820,SRR8925821,SRR8925822,SRR8925823,SRR8925824,SRR8925826,SRR8925827
results/aviary/genus_2sample/20230920/SRP192927	coassembly_2	metaspades	40893.068	1571854.9	3835.18	211894.34	214211.55	SRR8925755,SRR8925826	2	1042	33445000000.0	SRR8925715,SRR8925716,SRR8925720,SRR8925722,SRR8925723,SRR8925725,SRR8925732,SRR8925748,SRR8925755,SRR8925758,SRR8925803,SRR8925818,SRR8925819,SRR8925820,SRR8925821,SRR8925822,SRR8925823,SRR8925824,SRR8925826,SRR8925827
results/aviary/genus_2sample/20230920/SRP144503	coassembly_0	metaspades	49803.1711	1550224.13	3107.24	261478.17	270665.81	SRR7168050,SRR7168052	2	961	36817000000.0	SRR7168047,SRR7168048,SRR7168049,SRR7168050,SRR7168051,SRR7168052,SRR7168053,SRR7168054
results/aviary/genus_2sample/20230920/SRP141132	coassembly_0	metaspades	50594.5223	1485030.82	2931.32	241516.22	245114.58	SRR7039258,SRR7039262	2	1913	27262000000.0	SRR7039239,SRR7039240,SRR7039241,SRR7039242,SRR7039243,SRR7039252,SRR7039253,SRR7039255,SRR7039256,SRR7039257,SRR7039258,SRR7039263,SRR7039262,SRR7039261
results/aviary/genus_2sample/20230920/SRP141132	coassembly_1	metaspades	38834.987	1210636.49	3109.73	164385.64	166214.53	SRR7039255,SRR7039261	2	1463	27153000000.0	SRR7039239,SRR7039240,SRR7039241,SRR7039242,SRR7039243,SRR7039252,SRR7039253,SRR7039255,SRR7039256,SRR7039257,SRR7039258,SRR7039263,SRR7039262,SRR7039261
results/aviary/genus_2sample/20230920/SRP141132	coassembly_2	metaspades	39158.7222	1327290.65	3383.51	166084.79	169242.54	SRR7039257,SRR7039263	2	1390	25761000000.0	SRR7039239,SRR7039240,SRR7039241,SRR7039242,SRR7039243,SRR7039252,SRR7039253,SRR7039255,SRR7039256,SRR7039257,SRR7039258,SRR7039263,SRR7039262,SRR7039261
results/aviary/genus_2sample/20230920/SRP342105	coassembly_0	metaspades	51966.8714	1889396.15	3632.68	322982.82	331687.05	SRR16481182,SRR16481183	2	1114	34972000000.0	SRR16481182,SRR16481183,SRR16481184,SRR16481185,SRR16481186,SRR16481187,SRR16481188,SRR16481189
results/aviary/genus_2sample/20230920/ERP113451	coassembly_0	metaspades	77118.7222	2861206.06	3706.36	411595.86	414764.07	ERR3094293,ERR3094302	2	1860	47589000000.0	ERR3094273,ERR3094274,ERR3094277,ERR3094278,ERR3094279,ERR3094280,ERR3094281,ERR3094287,ERR3094288,ERR3094289,ERR3094292,ERR3094293,ERR3094294,ERR3094295,ERR3094296,ERR3094298,ERR3094299,ERR3094300,ERR3094301,ERR3094302
results/aviary/genus_2sample/20230920/ERP113451	coassembly_1	metaspades	61286.8384	2149318.63	3505.2	380284.16	384539.25	ERR3094294,ERR3094296	2	1509	29438000000.0	ERR3094273,ERR3094274,ERR3094277,ERR3094278,ERR3094279,ERR3094280,ERR3094281,ERR3094287,ERR3094288,ERR3094289,ERR3094292,ERR3094293,ERR3094294,ERR3094295,ERR3094296,ERR3094298,ERR3094299,ERR3094300,ERR3094301,ERR3094302
results/aviary/genus_2sample/20230920/ERP113451	coassembly_2	metaspades	47628.4085	1832579.41	3842.85	294813.74	301645.9	ERR3094287,ERR3094291	2	1262	34078000000.0	ERR3094272,ERR3094273,ERR3094274,ERR3094275,ERR3094276,ERR3094278,ERR3094279,ERR3094282,ERR3094287,ERR3094288,ERR3094289,ERR3094290,ERR3094291,ERR3094293,ERR3094294,ERR3094295,ERR3094297,ERR3094298,ERR3094301,ERR3094302
results/aviary/genus_2sample/20230920/SRP135725	coassembly_0	megahit	63562.072	2772077.66	4347.3	30441.71	41117.38	SRR6837549,SRR6837562	2	1076	42384000000.0	SRR6837549,SRR6837552,SRR6837554,SRR6837555,SRR6837557,SRR6837558,SRR6837559,SRR6837562,SRR6837564,SRR6837566,SRR6837567,SRR6837569,SRR6837570,SRR6837571,SRR6837574,SRR6837575,SRR6837576,SRR6837577,SRR6837582,SRR6837583
results/aviary/genus_2sample/20230920/SRP135725	coassembly_1	metaspades	82995.4974	3038321.12	3657.71	383602.43	384164.5	SRR6837569,SRR6837583	2	1039	49418000000.0	SRR6837549,SRR6837552,SRR6837554,SRR6837555,SRR6837557,SRR6837558,SRR6837559,SRR6837562,SRR6837564,SRR6837566,SRR6837567,SRR6837569,SRR6837570,SRR6837571,SRR6837574,SRR6837575,SRR6837576,SRR6837577,SRR6837582,SRR6837583
results/aviary/genus_2sample/20230920/SRP263991	coassembly_0	metaspades	36814.2673	1307913.21	3540.88	287335.03	290813.55	SRR11845623,SRR11845625	2	1433	29828000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_2sample/20230920/SRP263991	coassembly_1	metaspades	23511.3472	846294.8	3589.85	169457.52	171484.03	SRR11845628,SRR11845629	2	1172	24637000000.0	SRR11845619,SRR11845620,SRR11845621,SRR11845622,SRR11845623,SRR11845624,SRR11845625,SRR11845626,SRR11845627,SRR11845628,SRR11845629,SRR11845630,SRR11845631,SRR11845632,SRR11845633,SRR11845634,SRR11845635,SRR11845636
results/aviary/genus_2sample/20230920/SRP199465	coassembly_0	metaspades	37652.8665	1363374.11	3616.79	193793.19	195971.38	SRR9130108,SRR9335148	2	945	45332000000.0	SRR9122728,SRR9129758,SRR9130027,SRR9130028,SRR9130099,SRR9130108,SRR9130365,SRR9335148
results/aviary/genus_2sample/20230920/SRP061771	coassembly_0	megahit	29186.8508	1407810.56	4790.22	29879.06	40636.77	SRR2133563,SRR2133565	2	1037	43096000000.0	SRR2133563,SRR2133565,SRR2133566,SRR2133847,SRR2133850,SRR2133851,SRR2133852,SRR5386564,SRR5409273
results/aviary/genus_2sample/20230920/SRP068000	coassembly_0	metaspades	36269.9958	1386634.69	3814.24	294906.01	297279.34	SRR3085585,SRR3089646	2	1109	33065000000.0	SRR3081468,SRR3081485,SRR3085416,SRR3085435,SRR3085585,SRR3089646,SRR3089647,SRR3089688,SRR3089693,SRR3089827,SRR3091719,SRR3091743,SRR3095933,SRR3095939
results/aviary/genus_2sample/20230920/SRP068000	coassembly_1	metaspades	43180.532	1481311.65	3423.48	296123.71	299083.54	SRR3085416,SRR3085435	2	912	33314000000.0	SRR3081468,SRR3081485,SRR3085416,SRR3085435,SRR3085585,SRR3089646,SRR3089647,SRR3089688,SRR3089693,SRR3089827,SRR3091719,SRR3091743,SRR3095933,SRR3095939
results/aviary/genus_2sample/20230920/SRP178908	coassembly_0	metaspades	32242.3377	1081864.53	3345.37	200086.59	202461.03	SRR8863434,SRR8863435	2	1131	25021000000.0	SRR8438314,SRR8863431,SRR8863432,SRR8863433,SRR8863434,SRR8863435,SRR8863436,SRR8863439,SRR8863440
results/aviary/genus_2sample/20230920/SRP118108	coassembly_0	metaspades	27909.1644	925858.3	3303.31	156362.96	157467.91	SRR6051235,SRR6051700	2	1122	43624000000.0	SRR6050867,SRR6050903,SRR6050905,SRR6050921,SRR6051181,SRR6051230,SRR6051235,SRR6051236,SRR6051345,SRR6051411,SRR6051512,SRR6051612,SRR6051617,SRR6051694,SRR6051695,SRR6051696,SRR6051697,SRR6051698,SRR6051700,SRR6051701
results/aviary/genus_2sample/20230920/SRP118108	coassembly_1	metaspades	31408.0015	1112478.91	3534.36	163775.26	165537.99	SRR6051345,SRR6051612	2	1013	42058000000.0	SRR6050903,SRR6050905,SRR6050921,SRR6050960,SRR6051141,SRR6051181,SRR6051230,SRR6051235,SRR6051236,SRR6051345,SRR6051411,SRR6051512,SRR6051612,SRR6051617,SRR6051694,SRR6051696,SRR6051698,SRR6051699,SRR6051700,SRR6051701
results/aviary/genus_2sample/20230920/SRP118108	coassembly_2	metaspades	28564.0803	932247.33	3247.61	159688.32	162753.36	SRR6051230,SRR6051512	2	982	42623000000.0	SRR6050903,SRR6050905,SRR6050921,SRR6050960,SRR6051141,SRR6051181,SRR6051230,SRR6051235,SRR6051236,SRR6051345,SRR6051411,SRR6051512,SRR6051612,SRR6051617,SRR6051694,SRR6051696,SRR6051697,SRR6051698,SRR6051699,SRR6051700
results/aviary/genus_2sample/20230920/SRP118108	coassembly_3	megahit	17766.5714	787722.01	4366.04	9864.41	15079.51	SRR6051694,SRR6051696	2	926	40913000000.0	SRR6050867,SRR6050905,SRR6050921,SRR6051181,SRR6051230,SRR6051235,SRR6051236,SRR6051345,SRR6051411,SRR6051512,SRR6051612,SRR6051617,SRR6051694,SRR6051695,SRR6051696,SRR6051697,SRR6051698,SRR6051699,SRR6051700,SRR6051701
results/aviary/genus_2sample/20230920/SRP118108	coassembly_4	metaspades	28558.856	935368.8	3256.43	158492.5	160386.28	SRR6051236,SRR6051411	2	905	40338000000.0	SRR6050903,SRR6050905,SRR6050921,SRR6050960,SRR6051141,SRR6051181,SRR6051230,SRR6051235,SRR6051236,SRR6051345,SRR6051411,SRR6051512,SRR6051612,SRR6051617,SRR6051694,SRR6051696,SRR6051698,SRR6051699,SRR6051700,SRR6051701
results/aviary/target/20230929/p__Wallbacteria	coassembly_0	megahit	29272.9969	1292066.99	4375.06	16789.09	22673.32	SRR5007456,SRR9860462	2	12	29468000000.0	ERR2729797,ERR4682359,ERR4682839,ERR4682840,ERR4682857,ERR4682891,ERR4682893,SRR10036023,SRR1106773,SRR11235434,SRR12487046,SRR12762284,SRR12762298,SRR14297773,SRR14932691,SRR5007456,SRR6032602,SRR6231184,SRR9860462,SRR9860463
results/aviary/target/20230929/p__JACPWU01	coassembly_0	metaspades	43372.1884	1545422.63	3556.5	199900.36	202635.55	SRR8893623,SRR8893624	2	17	23105000000.0	ERR4678666,ERR4678695,ERR4682465,ERR953370,SRR10035850,SRR10035873,SRR12149276,SRR12149279,SRR12149280,SRR12149282,SRR12149283,SRR12229868,SRR14413840,SRR7216989,SRR7217045,SRR8797219,SRR8893621,SRR8893623,SRR8893624,SRR8893625
results/aviary/target/20230929/p__JADJOY01	coassembly_0	metaspades	48086.3733	1884150.07	3916.35	236198.26	238192.38	SRR10035881,SRR10035882	2	10	21301000000.0	ERR3454363,SRR10035853,SRR10035871,SRR10035874,SRR10035877,SRR10035878,SRR10035881,SRR10035882,SRR9852178,SRR13974139,SRR14932586,SRR14932587,SRR14932590,SRR14932591,SRR14932592,SRR14932690,SRR8643115,SRR8926551,SRR9852177
results/aviary/target/20230929/p__JAGLTZ01	coassembly_0	metaspades	55581.0708	1834956.23	3293.43	358451.43	359639.05	SRR6439359,SRR6439360	2	12	28381000000.0	SRR11308316,SRR13892602,SRR13892604,SRR14803403,SRR14803405,SRR2915416,SRR6439354,SRR6439358,SRR6439359,SRR6439360,SRR6439363
results/aviary/target/20230929/p__JAGLTZ01	coassembly_1	metaspades	31100.4951	1069478.68	3431.98	199591.89	201342.44	SRR6439354,SRR6439358	2	10	15876000000.0	SRR11308316,SRR14803403,SRR14803405,SRR2915416,SRR6439354,SRR6439358,SRR6439359,SRR6439360,SRR6439363
results/aviary/target/20230929/p__UBP4	coassembly_0	metaspades	34887.659	1434299.03	4100.72	76317.02	88054.35	DRR182650,DRR182651	2	15	33574000000.0	DRR182649,DRR182650,DRR182651,SRR10466941,SRR11031514,SRR11031517,SRR11031518,SRR11031527,SRR14121827,SRR14887733,SRR15035647,SRR15035648,SRR15237809,SRR15237810,SRR15237811,SRR5007456,SRR6476074,SRR8476279,SRR9860462,SRR9860463
results/aviary/target/20230929/p__FCPU426	coassembly_1	megahit	57528.1143	2694901.25	4672.33	52074.29	55644.4	SRR12170510,SRR12170511	2	14	33117000000.0	SRR11615312,SRR12170508,SRR12170510,SRR12170511,SRR12170512,SRR12170515,SRR12170516,SRR12170517,SRR12170519,SRR12456125,SRR12456126,SRR12456127,SRR12456131,SRR12456132,SRR12456134,SRR12456138,SRR12456141,SRR12456142,SRR12456143,SRR12456149
results/aviary/target/20230929/p__Undinarchaeota	coassembly_0	metaspades	43069.9658	1719187.76	3985.93	209603.25	211160.11	SRR12113419,SRR12113420	2	21	30659999999.0	SRR12113386,SRR12113401,SRR12113418,SRR12113419,SRR12113420,SRR12113421,SRR12113422,SRR12113424,SRR12113425,SRR12113426,SRR12113428,SRR12113429,SRR12113430,SRR12113431,SRR12113432,SRR12113433,SRR4343428,SRR4343430
results/aviary/target/20230929/p__Undinarchaeota	coassembly_1	metaspades	28672.9402	1044895.17	3631.72	178183.93	180679.98	SRR12113424,SRR12113431	2	15	23373000000.0	SRR12113386,SRR12113401,SRR12113418,SRR12113419,SRR12113420,SRR12113421,SRR12113422,SRR12113424,SRR12113425,SRR12113426,SRR12113428,SRR12113429,SRR12113430,SRR12113431,SRR12113432,SRR12113433,SRR2090157,SRR2090159,SRR4343428,SRR4343430
results/aviary/target/20230929/p__SZUA-182	coassembly_0	metaspades	57369.0937	2097336.1	3648.48	238785.54	245168.79	SRR12623519,SRR12623520	2	12	32635999999.0	SRR12623519,SRR12623520,SRR5211005
results/aviary/target/20230929/p__GCA-001730085	coassembly_0	metaspades	52972.9676	1566527.47	2951.64	449459.69	450070.49	SRR12008129,SRR12008133	2	17	14203000000.0	SRR12008127,SRR12008128,SRR12008129,SRR12008130,SRR12008131,SRR12008132,SRR12008133,SRR12008134,SRR12008135,SRR12008136,SRR12008138,SRR12008139,SRR12008140,SRR12008141,SRR12008142,SRR1217564
results/aviary/target/20230929/p__GCA-001730085	coassembly_1	megahit	17273.4485	772818.06	4388.78	8658.74	12591.88	SRR12008131,SRR12008138	2	17	16130000000.0	SRR12008127,SRR12008128,SRR12008129,SRR12008130,SRR12008131,SRR12008132,SRR12008133,SRR12008134,SRR12008135,SRR12008136,SRR12008138,SRR12008139,SRR12008140,SRR12008141,SRR12008142,SRR1217564
results/aviary/target/20230929/p__GCA-001730085	coassembly_2	megahit	19433.8432	863741.15	4369.92	13269.59	15957.76	SRR12008130,SRR12008134	2	17	18865000000.0	SRR12008127,SRR12008128,SRR12008129,SRR12008130,SRR12008131,SRR12008132,SRR12008133,SRR12008134,SRR12008135,SRR12008136,SRR12008138,SRR12008139,SRR12008140,SRR12008141,SRR12008142,SRR1217564
results/aviary/target/20230929/p__GCA-001730085	coassembly_3	megahit	23221.5419	913862.89	3908.81	13276.52	16883.37	SRR12008128,SRR12008135	2	17	21674000000.0	SRR12008127,SRR12008128,SRR12008129,SRR12008130,SRR12008131,SRR12008132,SRR12008133,SRR12008134,SRR12008135,SRR12008136,SRR12008138,SRR12008139,SRR12008140,SRR12008141,SRR12008142,SRR1217564
results/aviary/target/20230929/p__GCA-001730085	coassembly_4	megahit	25658.7872	1108673.02	4276.94	14499.28	18426.41	SRR12008128,SRR12008129,SRR12008134	3	17	26641000000.0	SRR12008127,SRR12008128,SRR12008129,SRR12008130,SRR12008131,SRR12008132,SRR12008133,SRR12008134,SRR12008135,SRR12008136,SRR12008138,SRR12008139,SRR12008140,SRR12008141,SRR12008142,SRR1217564
results/aviary/target/20230929/p__JAGOBX01	coassembly_0	metaspades	48150.5939	1759541.4	3646.04	297330.83	299390.75	SRR5007219,SRR5007225	2	11	30344000000.0	ERR1025322,ERR2607520,SRR11088371,SRR11235434,SRR11702757,SRR11804638,SRR11845623,SRR11845624,SRR12447105,SRR15311598,SRR4236664,SRR5007219,SRR5007225,SRR5168926,SRR5676428,SRR5676431,SRR6284155,SRR6837582,SRR8476233,SRR8925730
results/aviary/target/20230929/p__JACRDZ01	coassembly_0	metaspades	18486.3799	693375.67	3726.21	155326.32	158387.7	SRR12113405,SRR12113406	2	13	14543000000.0	SRR12113393,SRR12113397,SRR12113399,SRR12113400,SRR12113402,SRR12113404,SRR12113405,SRR12113406,SRR12113407
results/aviary/target/20230929/p__UBA1439	coassembly_0	metaspades	23007.125	868365.09	3758.87	171285.19	173764.38	ERR3173388,ERR3173389	2	16	15568000000.0	ERR2113683,ERR2113684,ERR2113685,ERR2113686,ERR3173386,ERR3173387,ERR3173388,ERR3173389,ERR3454363,ERR3454364,ERR3656299,SRR12762278,SRR12762280,SRR12762319,SRR12762320,SRR5676469,SRR5676471,SRR6837573,SRR6837579,SRR9827766
results/aviary/target/20230929/p__UBA1439	coassembly_1	metaspades	30501.0134	1214733.85	3973.77	175439.57	178072.16	SRR15734599,SRR15734604	2	16	18107000000.0	ERR2113683,ERR2113684,ERR2113685,ERR2113686,ERR3173386,ERR3173387,ERR3173389,ERR3656299,SRR12762280,SRR12762301,SRR12762320,SRR15734598,SRR15734599,SRR15734600,SRR15734601,SRR15734602,SRR15734603,SRR15734604,SRR15734605,SRR9827766
results/aviary/target/20230929/p__UBA1439	coassembly_2	metaspades	49184.8682	1934168.71	3928.54	211391.86	212818.59	SRR15734599,SRR15734600,SRR15734604	3	16	27469000000.0	ERR2113683,ERR2113684,ERR2113685,ERR2113686,ERR3173386,ERR3173388,ERR3173389,ERR3656299,SRR12762280,SRR12762301,SRR12762320,SRR15734598,SRR15734599,SRR15734600,SRR15734601,SRR15734602,SRR15734603,SRR15734604,SRR15734605,SRR9827766
results/aviary/target/20230929/p__UBA1439	coassembly_3	metaspades	17388.0061	639394.07	3661.5	150229.32	151628.04	ERR2113683,ERR3173386	2	15	12872000000.0	ERR2113683,ERR2113684,ERR2113685,ERR2113686,ERR3173386,ERR3173387,ERR3173388,ERR3173389,ERR3454363,ERR3454364,ERR3656299,SRR12762278,SRR12762280,SRR12762319,SRR12762320,SRR5676469,SRR5676471,SRR6837573,SRR6837579,SRR9827766
results/aviary/target/20230929/p__UBA1439	coassembly_4	metaspades	34789.1006	1306016.72	3737.28	173373.83	175550.74	SRR15734600,SRR15734601	2	15	18510000000.0	ERR2113683,ERR2113684,ERR2113685,ERR2113686,ERR3173386,ERR3173387,ERR3173388,ERR3656299,SRR12762280,SRR12762301,SRR12762320,SRR15734598,SRR15734599,SRR15734600,SRR15734601,SRR15734602,SRR15734603,SRR15734604,SRR15734605,SRR9827766
results/aviary/target/20230929/p__UBP15	coassembly_0	metaspades	29883.9584	1063742.92	3547.02	156932.94	158482.85	SRR15237810,SRR15237811	2	12	26497000000.0	ERR1823511,SRR10812145,SRR10812146,SRR10812148,SRR11845624,SRR11845625,SRR11845626,SRR11845635,SRR11845636,SRR12447100,SRR15237807,SRR15237810,SRR15237811,SRR4236660,SRR4236664,SRR5007219,SRR5007272,SRR7217052
results/aviary/target/20230929/p__DRYD01	coassembly_0	metaspades	16243.2586	562015.27	3443.36	66382.22	84978.35	DRR163687,SRR5468566	2	14	22096000000.0	DRR082460,DRR163687,SRR13444037,SRR13444038,SRR5468565,SRR5468566,SRR5469039,SRR636569,SRR7905025,SRR8561390,SRR9001935
results/aviary/target/20230929/p__T1Sed10-126	coassembly_0	metaspades	56606.2039	1886166.46	3329.24	229088.26	229562.62	SRR12088346,SRR12088347	2	14	37369000000.0	SRR12088346,SRR12088347,SRR14023866
results/aviary/target/20230929/p__T1Sed10-126	coassembly_1	metaspades	12155.0578	497389.06	4068.29	60657.68	80002.35	SRR7004989,SRR7005032	2	11	17964000000.0	SRR12344465,SRR12344469,SRR7004989,SRR7005032,SRR7974361
results/aviary/target/20230929/p__RUG730	coassembly_0	metaspades	31640.9091	1208846.67	3811.23	198796.52	201722.14	SRR12447078,SRR12447100	2	13	17331000000.0	SRR10595445,SRR12447077,SRR12447078,SRR12447079,SRR12447080,SRR12447081,SRR12447082,SRR12447083,SRR12447094,SRR12447100,SRR12447101,SRR12447102,SRR12447103,SRR12447104,SRR12447105,SRR12447106,SRR12814730,SRR5574344,SRR8925740,SRR8925805
results/aviary/target/20230929/p__RUG730	coassembly_1	metaspades	28888.5302	1072104.6	3702.38	194187.23	195420.03	SRR12447083,SRR12447102	2	12	15794000000.0	ERR3212002,SRR10595445,SRR12447077,SRR12447078,SRR12447079,SRR12447080,SRR12447081,SRR12447082,SRR12447083,SRR12447094,SRR12447100,SRR12447101,SRR12447102,SRR12447103,SRR12447104,SRR12447105,SRR12447106,SRR5574344,SRR8925740,SRR8925805
results/aviary/target/20230929/p__RUG730	coassembly_2	metaspades	43534.0354	1534851.45	3517.27	307807.8	309850.75	SRR12447083,SRR12447100,SRR12447102	3	11	23956000000.0	ERR6160979,SRR10595445,SRR12447077,SRR12447078,SRR12447079,SRR12447080,SRR12447081,SRR12447082,SRR12447083,SRR12447094,SRR12447100,SRR12447101,SRR12447102,SRR12447103,SRR12447104,SRR12447105,SRR12447106,SRR5574344,SRR8925738,SRR8925805
results/aviary/target/20230929/p__RUG730	coassembly_3	metaspades	29024.4929	1096081.1	3763.91	189154.44	192177.41	SRR12447101,SRR12447104	2	10	15209000000.0	SRR10595445,SRR12447077,SRR12447078,SRR12447079,SRR12447080,SRR12447081,SRR12447082,SRR12447083,SRR12447094,SRR12447100,SRR12447101,SRR12447102,SRR12447103,SRR12447104,SRR12447105,SRR12447106,SRR5574344,SRR7217046,SRR8925740,SRR8925805
results/aviary/target/20230929/p__Goldbacteria	coassembly_0	metaspades	25137.113	844799.05	3355.11	348729.74	349475.48	SRR7800757,SRR7800900	2	61	4628000000.0	SRR7798769,SRR7798771,SRR7798776,SRR7798777,SRR7800386,SRR7800746,SRR7800749,SRR7800751,SRR7800757,SRR7800760,SRR7800891,SRR7800900,SRR7800926
results/aviary/target/20230929/p__Goldbacteria	coassembly_1	metaspades	23366.1678	863955.89	3690.0	295072.6	295744.39	SRR7800382,SRR7800749	2	59	4923000000.0	SRR7798777,SRR7800382,SRR7800749,SRR7800900
results/aviary/target/20230929/p__UBP17	coassembly_0	metaspades	19025.371	709048.03	3717.64	146943.08	150215.28	ERR1995157,ERR1995158	2	12	9374000000.0	ERR1995156,ERR1995157,ERR1995158,SRR6873786
results/aviary/target/20230929/p__UBP17	coassembly_1	metaspades	102919.2046	3005202.39	2917.65	389427.84	405264.83	ERR594300,ERR599114	2	10	46725000000.0	ERR1726714,ERR588857,ERR594296,ERR594300,ERR594301,ERR594306,ERR594311,ERR594338,ERR598992,ERR599036,ERR599066,ERR599069,ERR599080,ERR599091,ERR599114,ERR599119,ERR599151,SRR10827703,SRR12479658,SRR9178402
results/aviary/target/20230929/p__CG2-30-53-67	coassembly_0	metaspades	25209.5167	1045918.28	4135.63	102536.35	103650.91	SRR5189948,SRR5189949	2	15	18061000000.0	SRR5189948,SRR5189949,SRR5189952,SRR9849936,SRR9849951
results/aviary/target/20230929/p__CAIJMQ01	coassembly_0	metaspades	25975.9765	898447.43	3447.8	84665.04	87564.46	SRR14000031,SRR14000032	2	15	26552000000.0	SRR14000031,SRR14000032,SRR14000033,SRR14000034,SRR14000035,SRR14000036,SRR14699971,SRR15988951,SRR15988952,SRR5214304,SRR6301444,SRR6301445,SRR6478754,SRR6823440,SRR6823441,SRR7051245,SRR7051278,SRR7051295,SRR7051320,SRR7517633
